station_id,date,month,dow,hour,num_bikes_available
0099b016-32c9-4536-ac4c-dcc1a117bd95,2023-09-05,9,Tuesday,15,4.0
0136af02-2670-4042-b5cd-18b46c15c0c1,2023-09-05,9,Tuesday,15,5.0
0248fa3b-6df4-4fdc-ae31-ee2e4d177da8,2023-09-05,9,Tuesday,15,16.0
0541e06c-642c-4f31-9f24-19bfcbb8811d,2023-09-05,9,Tuesday,15,7.0
0627dc3c-5c62-4ab1-a6f0-3635c6f80d23,2023-09-05,9,Tuesday,15,4.0
065defed-8e90-46b9-a106-28d590704cf8,2023-09-05,9,Tuesday,15,6.0
066fd95e-0d37-4eea-a027-88c04277bb9d,2023-09-05,9,Tuesday,15,1.0
068e6359-1741-4240-9ed1-07a9038bc319,2023-09-05,9,Tuesday,15,9.0
06a14329-dedb-4152-b237-e59afccd8d42,2023-09-05,9,Tuesday,15,1.0
071dcbf5-3f1e-45e0-a4a5-8717adb8743f,2023-09-05,9,Tuesday,15,8.0
07a453e5-2e14-4276-85df-49e0d6144e54,2023-09-05,9,Tuesday,15,15.0
082469cc-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,7.0
08246c35-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08246cd5-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,10.0
08246d68-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08246df5-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,11.0
08246e8c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08246f1f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
08247052-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,3.0
08247269-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,6.0
08247310-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
0824739d-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
0824741d-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,15.0
0824749f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08247522-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,15.0
08247632-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
082476ba-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
0824773f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082477f4-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08247896-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,15.0
0824791a-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
0824799f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08247a21-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08247aa4-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,15.0
08247b29-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,30.0
08247baa-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08247c29-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08247cac-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08247d46-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08247dd0-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
08247e59-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,10.0
08247ed8-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,7.0
08247f59-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08247fe1-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824806c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082480f1-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
08248172-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
0824821f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
082482b3-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,6.0
0824833c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
082483c2-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824844b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,10.0
082484cf-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,9.0
0824854e-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
082485e8-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824866e-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
082486f0-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,12.0
0824920a-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,29.0
0824927c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082492e1-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,9.0
08249345-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,23.0
082493a5-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08249407-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
08249480-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082494e7-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08249549-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
082495aa-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
0824960b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08249671-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
082496d9-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,6.0
0824973c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
0824979f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824980b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
082498ac-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
08249a1c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08249aa2-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,22.0
08249b10-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08249b7f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,29.0
08249be7-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,18.0
08249c5a-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
08249cd3-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,14.0
08249d44-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,15.0
08249dad-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,32.0
08249e19-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,18.0
08249e81-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,17.0
08249ef2-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,21.0
08249f58-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,9.0
08249fbc-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
0824a28b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,27.0
0824a43b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,22.0
0824a4ce-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824a53f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
0824a5b0-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,15.0
0824a623-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,11.0
0824a68f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,16.0
0824a703-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
0824a988-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,9.0
0824aa39-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,23.0
0824b9cc-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,18.0
0824bb59-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
0824bc00-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824bc70-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
0824bce1-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824c0d5-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,12.0
0824c1a1-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824c229-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824c29d-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
0824c309-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824c376-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824c604-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,30.0
0824c69b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,25.0
0824c772-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,25.0
0824c80d-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,32.0
0824c8d2-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,14.0
0824cb9b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
0824cd3d-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,13.0
0824cdb0-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,23.0
0824cfe7-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,3.0
0824d0c6-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,22.0
0824d140-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,19.0
0824de05-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824e189-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
0824e24c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,19.0
0824e2e3-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
0824e68d-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,21.0
0824e72a-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,13.0
0824e7c1-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,18.0
0824ea2c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
0824eb1b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
0824eba7-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
0824ee0d-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,7.0
0824eea3-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,3.0
0824f08b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
0824f16b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
0824f3d6-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
0824f461-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
0824f644-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,22.0
0824f8a2-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
0824fb6c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,3.0
0824fd71-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
0824ff6e-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,11.0
08250172-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,25.0
08250371-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,36.0
082513a4-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,17.0
08251448-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
082514b8-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08251532-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
082515d4-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0825164b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082516c1-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
0825176c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,3.0
0825180e-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
082518eb-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,12.0
08251984-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,14.0
08251a1b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08251aba-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08251bba-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08251c45-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
08251cd1-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08251d5a-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,14.0
08251ded-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08251e7d-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08251f03-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
08251f93-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0825201c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,13.0
082520aa-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
0825213e-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,7.0
082521d3-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,9.0
08252260-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082522f0-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,28.0
08252387-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,6.0
08252414-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,17.0
082524a2-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,3.0
08252530-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,11.0
082525bb-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08252645-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,12.0
082526d1-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,10.0
0825275b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
082527e7-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
08252874-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,6.0
082528fb-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,9.0
08252a00-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08252a92-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,3.0
08252b28-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08252c4a-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,12.0
082537e4-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0825388d-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,17.0
08253908-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,21.0
08253976-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,19.0
082539e0-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,14.0
08253a4b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
08253ab7-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,14.0
08253b2b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,25.0
08253b95-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,14.0
08253c00-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08253c6b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,12.0
08253cdb-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08253e02-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,6.0
08253e7e-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,14.0
08254037-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,13.0
08254123-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08254215-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08254284-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,7.0
082543d4-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,15.0
08254442-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
082544b7-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08254529-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
0825459a-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
0825460b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
0825467b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082546fc-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
08254770-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
082547de-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082548ce-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,9.0
08254943-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
082549b0-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,11.0
08254a1e-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
08254a91-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
08254c82-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08254d7e-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,9.0
08254dee-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,3.0
08254e55-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,3.0
08254ebb-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,7.0
08254f20-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,17.0
08254f8e-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,6.0
08254ffb-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08255063-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
0825525a-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
082553a7-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08255427-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0825548f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,3.0
082554fb-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08255561-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
0825610d-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,3.0
0825619c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
082564e2-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08256549-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082565f9-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
08256670-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
082566d7-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,9.0
08256742-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,13.0
0825697c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,10.0
082569e6-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,9.0
08256a59-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,15.0
08256ac9-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,14.0
08256b2e-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08256b90-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08256d91-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,22.0
08256e11-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,29.0
08256e7b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,14.0
08256ee8-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08256fcd-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,7.0
08257239-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,14.0
082572b6-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
